token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
Araþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Komutanlýðýna,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,Tersane,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
Tersane,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Araþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Tersane,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,nden,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,7
nden,0,0,0.0,4,3.0,1.0,0.0,0.0,0.0,0.0,Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14138929919689755,6,1.5609264193595231,2.2864291864104307,0.35655773977874583,0.10099669068580835,0.0009290941305118653,0.00010373931385226117,11
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1382963422711632,6,1.4924881357307545,2.2783662972214818,0.3482197383713355,0.10637247144426089,0.0010721051058230774,0.00012122500715514443,LLgXknBXTf,1,0,0.6,10,10.0,0.0,0.0,0.0,0.0,0.0,7
LLgXknBXTf,1,0,0.6,10,10.0,0.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,LLgXknBXTf,1,0,0.6,10,10.0,0.0,0.0,0.0,0.0,0.0,Yolculuðu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Yolculuðu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Zaman,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Zaman,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Yolculuðu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,11
ile,0,0,0.0,3,0.5,2.0,0.0,0.0,0.0,0.0,Zaman,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14139898206905188,6,1.561033317484394,2.2865857696994603,0.3565821581967556,0.10100360731987806,0.0009291577583800006,0.00010373931385226116,11
Ziyaret,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.13830581332596878,6,1.4925903469439945,2.278522328333468,0.34824358577158004,0.10637975623206011,0.0010721785276218599,0.00012122500715514443,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ziyaret,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,pt93qZeNMC,0,0,0.4,10,7.0,1.0,2.0,0.2,0.0,0.0,7
pt93qZeNMC,0,0,0.4,10,7.0,1.0,2.0,0.2,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Merkezi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Merkezi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,pt93qZeNMC,0,0,0.4,10,7.0,1.0,2.0,0.2,0.0,0.0,Eðitim,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,7
Eðitim,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Merkezi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Araþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Araþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Eðitim,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,ne,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,7
ne,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Araþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Nükleer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Nükleer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ne,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Çekmece,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
Çekmece,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Nükleer,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,y0o98xbTzq,0,0,0.1,10,6.0,1.0,3.0,0.3,0.0,0.0,7
y0o98xbTzq,0,0,0.1,10,6.0,1.0,3.0,0.3,0.0,0.0,Çekmece,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,tan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
tan,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,y0o98xbTzq,0,0,0.1,10,6.0,1.0,3.0,0.3,0.0,0.0,,0,0,0.14140866560432572,6,1.561140222930051,2.286742363711904,0.35660657828703074,0.10101052442762494,0.0009292213906056122,0.00010373931385226117,11
Sýnai,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,,0,0,0.13831528502938792,6,1.4926925651570437,2.278678370131053,0.34826743480498457,0.10638704151874905,0.001072251954448844,0.00012122500715514443,Kavramlar,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,9
Kavramlar,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,Sýnai,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,Temel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Temel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Kavramlar,1,0,0.1111111111111111,9,2.0,3.0,0.0,0.0,0.0,0.0,Haklarý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Haklarý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Temel,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Ýþlem,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Ýþlem,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Haklarý,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,konulu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
konulu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Ýþlem,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,eh68Me4wfv,0,0,0.1,10,2.5,2.0,3.0,0.3,0.0,0.0,9
eh68Me4wfv,0,0,0.1,10,2.5,2.0,3.0,0.3,0.0,0.0,konulu,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,sGRWOB398Z,0,0,0.6,10,6.0,1.0,3.0,0.3,0.0,0.0,11
sGRWOB398Z,0,0,0.6,10,6.0,1.0,3.0,0.3,0.0,0.0,eh68Me4wfv,0,0,0.1,10,2.5,2.0,3.0,0.3,0.0,0.0,Süreçleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,11
Süreçleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,sGRWOB398Z,0,0,0.6,10,6.0,1.0,3.0,0.3,0.0,0.0,eðitim,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,9
eðitim,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Süreçleri,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Mülkiyet,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,9
Mülkiyet,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,eðitim,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Patent,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,9
Patent,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,Mülkiyet,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,çalýþmasý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
çalýþmasý,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Patent,1,0,0.16666666666666666,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14141834980276458,6,1.561247135696996,2.2868989684484955,0.3566310000496856,0.10101744200908142,0.0009292850271889985,0.00010373931385226117,9
gen,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.138324757381465,6,1.4927947903703813,2.278834422614968,0.3482912854716607,0.1063943273043619,0.001072325386304374,0.00012122500715514443,Tayini,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,11
Tayini,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,gen,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,tayini,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,11
tayini,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Tayini,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Yeterlilik,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,11
Yeterlilik,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,tayini,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Yeterlilik,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,haber,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
haber,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,11
Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,haber,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Testihttp,1,0,0.1111111111111111,9,3.5,2.0,0.0,0.0,0.0,0.0,11
Testihttp,1,0,0.1111111111111111,9,3.5,2.0,0.0,0.0,0.0,0.0,Ýlk,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,testi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
testi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Testihttp,1,0,0.1111111111111111,9,3.5,2.0,0.0,0.0,0.0,0.0,gov,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
gov,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,testi,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,mam,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,11
mam,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,gov,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,turkiyede,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
turkiyede,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,mam,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,a3vlgNBC8w,0,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,11
a3vlgNBC8w,0,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,turkiyede,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,yeterlilik,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,11
yeterlilik,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,a3vlgNBC8w,0,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,Gen,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,11
Gen,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,yeterlilik,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,11
de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Gen,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Jelatin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Jelatin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,de,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,jelatinde,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
jelatinde,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Jelatin,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,jelatinde,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,tubitak,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
tubitak,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,tr,0,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,11
tr,0,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,tubitak,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.14142803466441387,6,1.56135405578573,2.2870555839099698,0.3566554234848349,0.10102436006427995,0.0009293486681304578,0.00010373931385226116,11
Önemsiyoruz,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,,0,0,0.13833423038224443,6,1.492897022584487,2.2789904857859455,0.34831513777172035,0.1064016135889328,0.0010723988231887943,0.00012122500715514443,0Wd7rV8O6M,0,0,0.4,10,5.0,1.0,4.0,0.4,0.0,0.0,11
0Wd7rV8O6M,0,0,0.4,10,5.0,1.0,4.0,0.4,0.0,0.0,Önemsiyoruz,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,JWa2dVeedN,1,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,11
JWa2dVeedN,1,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,0Wd7rV8O6M,0,0,0.4,10,5.0,1.0,4.0,0.4,0.0,0.0,Milli,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Milli,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,JWa2dVeedN,1,0,0.4,10,2.0,3.0,1.0,0.1,0.0,0.0,Teknolojiyi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,11
Teknolojiyi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,Milli,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14143772018931897,6,1.561460983196755,2.2872122100970613,0.35667984859259305,0.10103127859325299,0.0009294123134302887,0.00010373931385226115,11
artýk,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.13834370403177068,6,1.49299926179984,2.2791465596447176,0.34833899170527544,0.10640890037249594,0.0010724722651024492,0.00012122500715514444,kullanýlacak,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,11
kullanýlacak,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,artýk,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Coðrafi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
Coðrafi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kullanýlacak,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,yönetiminde,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,11
yönetiminde,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,Coðrafi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kütlelerinin,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,11
kütlelerinin,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,yönetiminde,0,0,0.0,11,1.2,5.0,0.0,0.0,0.0,0.0,etkin,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
etkin,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,kütlelerinin,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,Su,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,11
Su,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,etkin,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,Bilgi,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,11
Bilgi,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Su,1,0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,oGwXEAkZV1,0,0,0.6,10,2.0,3.0,1.0,0.1,0.0,0.0,11
oGwXEAkZV1,0,0,0.6,10,2.0,3.0,1.0,0.1,0.0,0.0,Bilgi,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Sistemleri,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,11
Sistemleri,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,oGwXEAkZV1,0,0,0.6,10,2.0,3.0,1.0,0.1,0.0,0.0,0xk9dIyWs0,0,0,0.2,10,6.0,1.0,3.0,0.3,0.0,0.0,11
0xk9dIyWs0,0,0,0.2,10,6.0,1.0,3.0,0.3,0.0,0.0,Sistemleri,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,,0,0,0.14144740637752531,6,1.561567917930572,2.2873688470105047,0.3567042753730747,0.10103819759603297,0.0009294759630887896,0.00010373931385226116,11
destek,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.13835317833008814,6,1.4931015080169199,2.2793026441920157,0.3483628472724379,0.10641618765508547,0.001072545712045683,0.00012122500715514444,DESTEK,1,1,1.0,6,2.0,2.0,0.0,0.0,0.0,0.0,11
DESTEK,1,1,1.0,6,2.0,2.0,0.0,0.0,0.0,0.0,destek,0,0,0.0,6,2.0,2.0,0.0,0.0,0.0,0.0,icgeb,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
icgeb,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,DESTEK,1,1,1.0,6,2.0,2.0,0.0,0.0,0.0,0.0,h,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,7
h,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,icgeb,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,v274QqmHqB,0,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,11
v274QqmHqB,0,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,h,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,qei7uWkHkE,0,0,0.3,10,1.25,4.0,1.0,0.1,0.0,0.0,11
qei7uWkHkE,0,0,0.3,10,1.25,4.0,1.0,0.1,0.0,0.0,v274QqmHqB,0,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,programlari,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,11
programlari,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,qei7uWkHkE,0,0,0.3,10,1.25,4.0,1.0,0.1,0.0,0.0,PROGRAMLARI,1,1,1.0,11,1.75,4.0,0.0,0.0,0.0,0.0,11
PROGRAMLARI,1,1,1.0,11,1.75,4.0,0.0,0.0,0.0,0.0,programlari,0,0,0.0,11,1.75,4.0,0.0,0.0,0.0,0.0,ICGEB,1,1,1.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
ICGEB,1,1,1.0,5,1.5,2.0,0.0,0.0,0.0,0.0,PROGRAMLARI,1,1,1.0,11,1.75,4.0,0.0,0.0,0.0,0.0,2017,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,7
2017,0,0,0.0,4,0.0,0.0,4.0,1.0,0.0,0.0,ICGEB,1,1,1.0,5,1.5,2.0,0.0,0.0,0.0,0.0,,0,0,0.14145709322907835,6,1.5616748599876826,2.287525494651034,0.3567287038263943,0.10104511707265233,0.0009295396171062591,0.00010373931385226116,3
euas,0,0,0.0,4,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1383626532772413,6,1.4932037612362061,2.2794587394285712,0.34838670447331943,0.10642347543673558,0.0010726191640188405,0.00012122500715514444,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,7
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,euas,0,0,0.0,4,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,gov,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,7
gov,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Ziyaretihttp,1,0,0.08333333333333333,12,2.0,4.0,0.0,0.0,0.0,0.0,11
Ziyaretihttp,1,0,0.08333333333333333,12,2.0,4.0,0.0,0.0,0.0,0.0,gov,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,heyetinin,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,11
heyetinin,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Ziyaretihttp,1,0,0.08333333333333333,12,2.0,4.0,0.0,0.0,0.0,0.0,EÜAÞ,1,1,1.0,4,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
EÜAÞ,1,1,1.0,4,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,heyetinin,0,0,0.0,9,1.25,4.0,0.0,0.0,0.0,0.0,mam,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,7
mam,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,EÜAÞ,1,1,1.0,4,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,Heyetinin,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Heyetinin,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,mam,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Heyetinin,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,ziyareti,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,7
ziyareti,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,haber,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,11
haber,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,ziyareti,0,0,0.0,8,1.0,4.0,0.0,0.0,0.0,0.0,Ggm86D1Qmi,1,0,0.3,10,6.0,1.0,3.0,0.3,0.0,0.0,11
Ggm86D1Qmi,1,0,0.3,10,6.0,1.0,3.0,0.3,0.0,0.0,haber,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,tubitak,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,11
tubitak,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ggm86D1Qmi,1,0,0.3,10,6.0,1.0,3.0,0.3,0.0,0.0,tr,0,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,7
tr,0,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,tubitak,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1414667807440235,6,1.5617818093685885,2.2876821530193845,0.35675313395266645,0.10105203702314354,0.0009296032754829954,0.00010373931385226115,11
2,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,,0,0,0.13837212887327452,6,1.493306021458178,2.2796148453551175,0.348410563308032,0.10643076371748046,0.001072692621022266,0.00012122500715514444,Üretim,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,9
Üretim,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,2,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,9
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Üretim,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Sanayide,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,9
Sanayide,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Projesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Projesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Sanayide,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,SANTEM,1,1,1.0,6,2.0,2.0,0.0,0.0,0.0,0.0,9
SANTEM,1,1,1.0,6,2.0,2.0,0.0,0.0,0.0,0.0,Projesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Olanaklarýnýn,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,9
